Customer State,Review Score,Purchase Timestamp,Purchase Date,Monetary,Customer Segment,Marketing Action,Customer_ID,Order_ID,Product_ID,product_name,aisle,department,Product Category,latent_cluster
PR,5,2017-08-01 18:38:42,2017-08-01 00:00:00,472.06,Loyal Customers,Loyality programs;Cross Sell,33008,42252,8446,Utility Lighter,more household,household,more household,3.0
RJ,5,2017-10-10 13:43:59,2017-10-10 00:00:00,328.03,Loyal Customers,Loyality programs;Cross Sell,10509,76801,30836,Organic Belgian Pancake And Waffle Mix,hot cereal pancake mixes,breakfast,hot cereal pancake mixes,3.0
SP,5,2018-08-04 11:55:27,2018-08-04 00:00:00,236.05,Loyal Customers,Loyality programs;Cross Sell,5125,84799,29365,Weissbier Naturtrub Hefe-Weissbier Beer,Snakku,alcohol,Snakku,2.0
ES,1,2017-02-20 21:34:07,2017-02-20 00:00:00,451.47,Loyal Customers,Loyality programs;Cross Sell,4133,30902,24847,"Homestyle Meals Apple, Raspberry, Kale & Amaranth (Stage 2 for 6+ Months)",baby food formula,babies,baby food formula,2.0
SP,4,2018-06-11 23:28:46,2018-06-11 00:00:00,177.31,Loyal Customers,Loyality programs;Cross Sell,16768,61983,32100,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,2.0
RJ,1,2017-09-19 18:13:21,2017-09-19 00:00:00,364.95000000000016,Loyal Customers,Loyality programs;Cross Sell,20668,21436,29764,Lemon Garlic Dill Sauerkraut,salad dressing toppings,pantry,salad dressing toppings,4.0
SP,5,2017-08-29 08:19:23,2017-08-29 00:00:00,308.42,Loyal Customers,Loyality programs;Cross Sell,36643,27931,29764,Lemon Garlic Dill Sauerkraut,salad dressing toppings,pantry,salad dressing toppings,0.0
SP,5,2018-01-28 01:08:44,2018-01-28 00:00:00,387.48,Loyal Customers,Loyality programs;Cross Sell,30882,27718,5936,Perfumes,candy chocolate,snacks,Perfumes,2.0
RJ,4,2017-05-30 18:54:05,2017-05-30 00:00:00,247.52,Loyal Customers,Loyality programs;Cross Sell,14164,7193,26519,Clinical Advanced Solid Ultimate Fresh Anti-Perspirant and Deodorant & Body Spray,deodorants,personal care,deodorants,2.0
PR,4,2018-01-24 22:07:05,2018-01-24 00:00:00,332.66,Loyal Customers,Loyality programs;Cross Sell,3199,95137,3742,Sport Blast Shower Gel,body lotions soap,personal care,body lotions soap,0.0
BA,5,2018-07-21 20:47:45,2018-07-21 00:00:00,192.34,Loyal Customers,Loyality programs;Cross Sell,18698,88060,30003,Tacos For Two,latino foods,international,latino foods,0.0
SC,5,2017-11-28 20:28:31,2017-11-28 00:00:00,268.02,Loyal Customers,Loyality programs;Cross Sell,29077,6540,19472,Mild Curry Paste,indian foods,international,indian foods,2.0
SP,4,2017-03-07 17:35:28,2017-03-07 00:00:00,122.97,Loyal Customers,Loyality programs;Cross Sell,20408,45579,13513,Perfumes,candy chocolate,snacks,Perfumes,2.0
SP,5,2018-08-04 12:42:39,2018-08-04 00:00:00,122.97,Loyal Customers,Loyality programs;Cross Sell,20408,42376,9117,Personal Lubricant Natural Aloe,FitSnack,other,FitSnack,2.0
RJ,5,2018-01-13 15:14:06,2018-01-13 00:00:00,202.98,Loyal Customers,Loyality programs;Cross Sell,37522,69326,9370,Superior Touch Beef Base,soup broth bouillon,canned goods,soup broth bouillon,3.0
SP,3,2017-10-12 20:46:42,2017-10-12 00:00:00,329.76,Loyal Customers,Loyality programs;Cross Sell,14280,68924,1745,30 minute Marinade Honey Teriyaki,World Sampler,pantry,World Sampler,0.0
ES,4,2017-03-15 21:52:58,2017-03-15 00:00:00,210.16,Loyal Customers,Loyality programs;Cross Sell,207,3532,28529,Graduates Lil' Entrees Pasta Stars In Meat Sauce With Green Beans,baby food formula,babies,baby food formula,4.0
RJ,4,2018-06-15 17:52:17,2018-06-15 00:00:00,289.38,Loyal Customers,Loyality programs;Cross Sell,39312,95889,31262,Shallots,fresh vegetables,produce,fresh vegetables,5.0
SP,5,2017-03-17 10:46:56,2017-03-17 00:00:00,283.23,Loyal Customers,Loyality programs;Cross Sell,26049,6088,25176,Black Mission California Figs,fresh fruits,produce,fresh fruits,3.0
SP,4,2018-02-05 20:39:13,2018-02-05 00:00:00,446.55,Loyal Customers,Loyality programs;Cross Sell,28874,47961,23301,California Pinot Noir Red Wine,missing,missing,Hand Luggage,4.0
SP,5,2018-02-21 11:15:44,2018-02-21 00:00:00,446.55,Loyal Customers,Loyality programs;Cross Sell,28874,79666,20134,Pull Ups Boys Learning Designs Training Pants,diapers wipes,babies,diapers wipes,4.0
RJ,5,2017-08-24 08:44:17,2017-08-24 00:00:00,251.54,Loyal Customers,Loyality programs;Cross Sell,26010,32785,15579,Light in Sodium Black Bean Vegetable Enchilada Entree,frozen meals,frozen,frozen meals,4.0
SP,4,2018-04-24 11:01:06,2018-04-24 00:00:00,191.13,Loyal Customers,Loyality programs;Cross Sell,19869,23759,17389,Jack Habanero Cheese,fresh vegetables,produce,fresh vegetables,5.0
ES,5,2018-06-24 18:54:43,2018-06-24 00:00:00,243.27,Loyal Customers,Loyality programs;Cross Sell,16432,52939,16280,Asiago Pontina Parmesan Provolone Four Cheese Freshly Shredded,packaged cheese,dairy eggs,packaged cheese,0.0
SP,5,2018-02-13 17:00:33,2018-02-13 00:00:00,201.93,Loyal Customers,Loyality programs;Cross Sell,36824,32183,10001,Green with Mint Cold Brewed Iced Tea Bags,tea,beverages,tea,4.0
RJ,5,2017-11-29 16:23:20,2017-11-29 00:00:00,323.11,Loyal Customers,Loyality programs;Cross Sell,2677,27662,25672,Pulsatilla 30 C Homeopathic Pellets,KetoKrate,personal care,KetoKrate,5.0
GO,5,2017-05-12 08:59:52,2017-05-12 00:00:00,750.22,Loyal Customers,Loyality programs;Cross Sell,22866,85338,14607,Protein,yogurt,dairy eggs,Protein,4.0
RS,1,2018-03-07 11:21:55,2018-03-07 00:00:00,299.11,Loyal Customers,Loyality programs;Cross Sell,30988,15970,4420,California Pinot Noir Red Wine,missing,missing,Hand Luggage,6.0
SP,5,2017-11-07 13:01:15,2017-11-07 00:00:00,434.49,Loyal Customers,Loyality programs;Cross Sell,30282,81268,29089,Marinated & Quartered Artichoke Hearts,canned jarred vegetables,canned goods,canned jarred vegetables,4.0
SC,3,2017-03-22 14:02:21,2017-03-22 00:00:00,236.62,Loyal Customers,Loyality programs;Cross Sell,16070,5944,18697,Gillette Fusion ProGlide Sensitive 2 in 1 Shave Gel Ocean Breeze,shave needs,personal care,shave needs,5.0
RJ,5,2017-08-10 18:04:32,2017-08-10 00:00:00,484.89,Loyal Customers,Loyality programs;Cross Sell,4812,54085,10411,Cauliflower Head,fresh vegetables,produce,fresh vegetables,4.0
SP,1,2017-12-24 13:33:13,2017-12-24 00:00:00,230.95,Loyal Customers,Loyality programs;Cross Sell,35448,87191,10552,Honey Roasted Chickpeas,fruit vegetable snacks,snacks,fruit vegetable snacks,0.0
SP,4,2018-01-02 14:55:08,2018-01-02 00:00:00,301.78,Loyal Customers,Loyality programs;Cross Sell,34418,71931,10363,100% Raw Coconut Drink,juice nectars,beverages,juice nectars,0.0
SP,5,2018-08-08 17:42:30,2018-08-08 00:00:00,230.95,Loyal Customers,Loyality programs;Cross Sell,35448,13392,16627,Alive! Whole Food Energizer Liquid Multi Vitamin & Mineral Dietary Supplement,vitamins supplements,personal care,vitamins supplements,0.0
SP,5,2017-11-26 16:23:14,2017-11-26 00:00:00,230.95,Loyal Customers,Loyality programs;Cross Sell,35448,59278,24126,Organic Earl Grey Black Tea Sachets,tea,beverages,tea,0.0
SP,4,2017-12-23 12:41:22,2017-12-23 00:00:00,203.96,Loyal Customers,Loyality programs;Cross Sell,23865,72409,4252,The Greek Burrito,frozen meals,frozen,frozen meals,0.0
SP,4,2018-04-15 17:14:30,2018-04-15 00:00:00,318.17,Loyal Customers,Loyality programs;Cross Sell,26691,70224,9331,Protein,yogurt,dairy eggs,Protein,4.0
RJ,5,2017-04-23 18:15:47,2017-04-23 00:00:00,294.02,Loyal Customers,Loyality programs;Cross Sell,31717,38348,29785,Plain Bagel,breakfast bakery,bakery,breakfast bakery,4.0
RJ,5,2018-04-22 13:59:28,2018-04-22 00:00:00,364.9,Loyal Customers,Loyality programs;Cross Sell,33028,62890,16011,Enriched Medium Grain Rice,grains rice dried goods,dry goods pasta,grains rice dried goods,0.0
SP,5,2018-03-29 12:49:23,2018-03-29 00:00:00,459.47,Loyal Customers,Loyality programs;Cross Sell,8525,86606,30928,Organic Gluten Free Yellow Cornmeal,baking ingredients,pantry,baking ingredients,0.0
RJ,5,2018-05-18 00:32:21,2018-05-18 00:00:00,431.82,Loyal Customers,Loyality programs;Cross Sell,28904,47346,17058,Sausage Scrambles,frozen breakfast,frozen,frozen breakfast,4.0
SP,5,2017-11-22 14:49:13,2017-11-22 00:00:00,415.99,Loyal Customers,Loyality programs;Cross Sell,19805,72524,12537,"Motion Sickness Relief, Less Drowsy Formula, 25 mg",digestion,personal care,digestion,4.0
MG,4,2018-01-18 16:45:53,2018-01-18 00:00:00,393.38,Loyal Customers,Loyality programs;Cross Sell,13895,42752,2970,Optic White Power Soft Toothbrush,oral hygiene,personal care,oral hygiene,2.0
SP,5,2017-10-10 19:40:11,2017-10-10 00:00:00,201.93,Loyal Customers,Loyality programs;Cross Sell,36824,14097,4056,Gluten Free Almond Flour,baking ingredients,pantry,baking ingredients,4.0
SP,5,2017-05-15 10:21:07,2017-05-15 00:00:00,379.61,Loyal Customers,Loyality programs;Cross Sell,35463,83386,31942,Chunky Peanut Butter Chocolate High Protein Bars,spreads,pantry,spreads,6.0
SP,2,2017-11-23 18:31:13,2017-11-23 00:00:00,158.87,Loyal Customers,Loyality programs;Cross Sell,39651,13543,27520,Clearly Sheer Beach/Pool Lotion Spray SPF 50+,body lotions soap,personal care,body lotions soap,4.0
SP,1,2018-06-06 19:03:21,2018-06-06 00:00:00,158.87,Loyal Customers,Loyality programs;Cross Sell,39651,22892,1475,Light Body Fabric Finish Ironing Spray,laundry,household,laundry,4.0
ES,5,2017-05-29 20:01:57,2017-05-29 00:00:00,181.5,Loyal Customers,Loyality programs;Cross Sell,36593,697,23640,Fleur de Sel,baking ingredients,pantry,baking ingredients,4.0
DF,2,2017-10-17 17:12:36,2017-10-17 00:00:00,375.31,Loyal Customers,Loyality programs;Cross Sell,10620,14681,28052,Aged Goat Cheese Bijou,specialty cheeses,dairy eggs,specialty cheeses,4.0
SP,5,2017-07-15 09:42:52,2017-07-15 00:00:00,264.44,Loyal Customers,Loyality programs;Cross Sell,16039,74447,6992,Cherries,canned fruit applesauce,canned goods,canned fruit applesauce,4.0
SP,4,2017-02-26 15:05:41,2017-02-26 00:00:00,300.4,Loyal Customers,Loyality programs;Cross Sell,24744,47103,14831,Organic Vitamin D3 400 IU Drops For Babies & Infants Natural Berry Flavor,FitSnack,other,FitSnack,3.0
RS,5,2018-04-28 21:03:43,2018-04-28 00:00:00,251.62,Loyal Customers,Loyality programs;Cross Sell,33546,67928,24388,Organic Dark Chocolate Chips,baking ingredients,pantry,baking ingredients,4.0
DF,4,2017-11-03 11:24:36,2017-11-03 00:00:00,419.98,Loyal Customers,Loyality programs;Cross Sell,61,90998,4573,"Gum, Sugarfree, Winterfrost",mint gum,snacks,mint gum,4.0
PE,1,2017-07-27 10:31:56,2017-07-27 00:00:00,393.41,Loyal Customers,Loyality programs;Cross Sell,41249,87639,16302,Classic Crust Hawaiian Style Pizza,frozen pizza,frozen,frozen pizza,0.0
MG,5,2018-05-17 16:53:35,2018-05-17 00:00:00,268.4,Loyal Customers,Loyality programs;Cross Sell,16347,6168,28121,Perfumes,candy chocolate,snacks,Perfumes,4.0
RJ,4,2017-11-24 08:29:46,2017-11-24 00:00:00,426.90000000000015,Loyal Customers,Loyality programs;Cross Sell,668,13280,19449,Fat Free Vitamin A & D Milk,milk,dairy eggs,milk,2.0
SP,5,2018-06-12 19:40:00,2018-06-12 00:00:00,320.56,Loyal Customers,Loyality programs;Cross Sell,29,25750,22384,Italian Dill Pickle Chips,pickled goods olives,pantry,pickled goods olives,4.0
RO,5,2018-05-15 11:12:08,2018-05-15 00:00:00,335.89,Loyal Customers,Loyality programs;Cross Sell,5904,1014,17173,Roasted Walnut Oil,oils vinegars,pantry,oils vinegars,0.0
RO,5,2017-07-10 20:00:48,2017-07-10 00:00:00,335.89,Loyal Customers,Loyality programs;Cross Sell,5904,2807,30276,Power O's Toasted Cereal Original,cereal,breakfast,cereal,0.0
MG,5,2017-05-30 17:11:37,2017-05-30 00:00:00,326.2000000000001,Loyal Customers,Loyality programs;Cross Sell,10367,72516,444,Special Recipe Italian Bread,bread,bakery,bread,0.0
SP,5,2018-06-07 15:22:07,2018-06-07 00:00:00,301.78,Loyal Customers,Loyality programs;Cross Sell,34418,55355,6030,Original Large Dentastix Oral Care Dog Treats,dog food care,pets,dog food care,0.0
SP,4,2018-03-18 11:09:27,2018-03-18 00:00:00,177.92000000000004,Loyal Customers,Loyality programs;Cross Sell,2624,54951,25358,Orange Multihealth Fiber Packets,digestion,personal care,digestion,0.0
SP,5,2018-04-05 08:57:45,2018-04-05 00:00:00,340.4600000000001,Loyal Customers,Loyality programs;Cross Sell,3670,18480,28584,"Dandelion Root, 525 mg, Capsules",vitamins supplements,personal care,vitamins supplements,0.0
SP,5,2017-07-04 12:29:51,2017-07-04 00:00:00,369.8,Loyal Customers,Loyality programs;Cross Sell,31277,83060,15692,Pomegranate Blueberry Sparkling Water,baby food formula,babies,baby food formula,3.0
MG,5,2018-05-15 03:34:12,2018-05-15 00:00:00,438.77,Loyal Customers,Loyality programs;Cross Sell,35157,16208,30186,Perfumes,candy chocolate,snacks,Perfumes,0.0
MG,3,2018-06-26 18:43:01,2018-06-26 00:00:00,227.11,Loyal Customers,Loyality programs;Cross Sell,18403,94905,1523,Organic Yellow Seed Mustard,spices seasonings,pantry,spices seasonings,4.0
MG,4,2017-06-09 14:22:38,2017-06-09 00:00:00,360.88,Loyal Customers,Loyality programs;Cross Sell,17041,75523,29138,Roasted Chicken & Garlic Rice Pilaf Mix,ZenPop,dry goods pasta,ZenPop,0.0
MA,5,2018-06-11 08:03:30,2018-06-11 00:00:00,182.75,Loyal Customers,Loyality programs;Cross Sell,21610,83243,8001,Organic Vegetarian Low Sodium Salad Beans,canned meals beans,canned goods,canned meals beans,0.0
RJ,1,2017-11-28 14:31:04,2017-11-28 00:00:00,299.74,Loyal Customers,Loyality programs;Cross Sell,30522,38935,16762,Apple Macbook,ice cream ice,frozen,Apple Macbook,0.0
MG,5,2018-04-08 14:41:41,2018-04-08 00:00:00,245.47,Loyal Customers,Loyality programs;Cross Sell,22622,66215,20284,Honey Nut Toasted Oats Cereal,cereal,breakfast,cereal,0.0
SP,5,2017-02-22 12:26:42,2017-02-22 00:00:00,267.52,Loyal Customers,Loyality programs;Cross Sell,953,95874,31859,White Truffle Flavored Extra Virgin Olive Oil Spray,oils vinegars,pantry,oils vinegars,0.0
SP,5,2018-01-27 10:02:59,2018-01-27 00:00:00,172.79000000000005,Loyal Customers,Loyality programs;Cross Sell,15,91308,10194,Raw Protein Packet Original,protein meal replacements,personal care,protein meal replacements,0.0
SP,5,2017-05-11 21:31:00,2017-05-11 00:00:00,172.79000000000005,Loyal Customers,Loyality programs;Cross Sell,15,86940,10407,Rustic Sourdough Bread,bread,bakery,bread,0.0
RJ,5,2017-07-10 20:42:56,2017-07-10 00:00:00,345.40000000000015,Loyal Customers,Loyality programs;Cross Sell,19930,187,31478,Dairy-Free Cheddar Style Wedges,packaged cheese,dairy eggs,packaged cheese,4.0
RJ,1,2018-07-19 08:22:46,2018-07-19 00:00:00,345.40000000000015,Loyal Customers,Loyality programs;Cross Sell,19930,4776,30123,Ranch Salad Dressing,salad dressing toppings,pantry,salad dressing toppings,4.0
RJ,5,2017-06-05 12:54:08,2017-06-05 00:00:00,345.40000000000015,Loyal Customers,Loyality programs;Cross Sell,19930,12679,1180,Mesquite Uncured Salame,lunch meat,deli,lunch meat,4.0
SP,5,2017-11-24 11:39:24,2017-11-24 00:00:00,368.1,Loyal Customers,Loyality programs;Cross Sell,7918,75114,25219,Original Miracle Whip Dressing Squeeze Bottle,condiments,pantry,condiments,4.0
MG,1,2017-07-29 11:53:18,2017-07-29 00:00:00,393.38,Loyal Customers,Loyality programs;Cross Sell,13895,29893,21223,Nesquik Strawberry Milk Drink Mix,cocoa drink mixes,beverages,cocoa drink mixes,2.0
MG,4,2018-04-09 17:37:51,2018-04-09 00:00:00,393.38,Loyal Customers,Loyality programs;Cross Sell,13895,20012,28575,Oil-Free Moisture - Sensitive Skin,facial care,personal care,facial care,2.0
RJ,3,2018-03-07 08:44:41,2018-03-07 00:00:00,458.63,Loyal Customers,Loyality programs;Cross Sell,3602,11588,6740,Organic Braeburn Apple,fresh fruits,produce,fresh fruits,1.0
PR,4,2018-06-14 17:58:01,2018-06-14 00:00:00,191.94,Loyal Customers,Loyality programs;Cross Sell,38874,14825,18237,"Aloe Vera, 100%",vitamins supplements,personal care,vitamins supplements,2.0
ES,3,2018-08-22 00:12:31,2018-08-22 00:00:00,180.03,Loyal Customers,Loyality programs;Cross Sell,18654,10518,3614,Foldit 5 Grain Flax Flatbread,tortillas flat bread,bakery,tortillas flat bread,6.0
MG,4,2017-12-02 14:57:49,2017-12-02 00:00:00,366.07,Loyal Customers,Loyality programs;Cross Sell,25957,49013,2139,Ruination Double India Pale Ale,Snakku,alcohol,Snakku,4.0
MT,5,2017-05-08 15:58:21,2017-05-08 00:00:00,411.25,Loyal Customers,Loyality programs;Cross Sell,10010,55259,7479,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,3.0
MG,1,2018-08-15 14:29:08,2018-08-15 00:00:00,306.4,Loyal Customers,Loyality programs;Cross Sell,31695,76,25303,Zap Ems Pizza Snacks,frozen meals,frozen,frozen meals,3.0
MG,5,2017-11-27 22:55:07,2017-11-27 00:00:00,306.4,Loyal Customers,Loyality programs;Cross Sell,31695,50594,4391,Apple Macbook,ice cream ice,frozen,Apple Macbook,3.0
MG,4,2018-02-24 10:02:14,2018-02-24 00:00:00,306.4,Loyal Customers,Loyality programs;Cross Sell,31695,87678,9858,Echinacea Supreme,vitamins supplements,personal care,vitamins supplements,3.0
PR,4,2018-04-24 09:54:19,2018-04-24 00:00:00,360.49,Loyal Customers,Loyality programs;Cross Sell,38174,72497,26139,Apple Macbook,ice cream ice,frozen,Apple Macbook,4.0
RJ,4,2017-07-18 12:42:28,2017-07-18 00:00:00,266.81,Loyal Customers,Loyality programs;Cross Sell,13438,13012,31062,Kentucky Bourbon Uncured Sausage,hot dogs bacon sausage,meat seafood,hot dogs bacon sausage,6.0
RJ,5,2018-02-28 19:30:56,2018-02-28 00:00:00,443.29,Loyal Customers,Loyality programs;Cross Sell,4903,96740,18333,Sparkling Water Blackberry Pear,water seltzer sparkling water,beverages,water seltzer sparkling water,3.0
ES,2,2017-06-10 15:22:55,2017-06-10 00:00:00,384.68,Loyal Customers,Loyality programs;Cross Sell,25732,29678,9749,Macadamia Milk Original,milk,dairy eggs,milk,0.0
MG,5,2017-09-06 16:42:32,2017-09-06 00:00:00,452.73,Loyal Customers,Loyality programs;Cross Sell,6692,79850,10522,Salad Olives,pickled goods olives,pantry,pickled goods olives,0.0
SP,5,2018-01-02 16:24:58,2018-01-02 00:00:00,298.86,Loyal Customers,Loyality programs;Cross Sell,30778,9303,15742,Apple Macbook,ice cream ice,frozen,Apple Macbook,0.0
MG,5,2017-08-19 22:03:36,2017-08-19 00:00:00,349.64,Loyal Customers,Loyality programs;Cross Sell,21197,32877,21169,Chile Picante Plantain Chips,chips pretzels,snacks,chips pretzels,0.0
MG,5,2018-03-24 03:39:41,2018-03-24 00:00:00,291.48,Loyal Customers,Loyality programs;Cross Sell,38513,1804,16696,Coke Classic,soft drinks,beverages,soft drinks,4.0
MG,4,2017-10-16 16:28:00,2017-10-16 00:00:00,424.62,Loyal Customers,Loyality programs;Cross Sell,7441,25278,980,Automatic Toilet Bowl Cleaner with Bleach,cleaning products,household,cleaning products,6.0
SP,5,2018-03-08 15:59:34,2018-03-08 00:00:00,422.03,Loyal Customers,Loyality programs;Cross Sell,33857,268,25930,Pure Cane Confectioners 10-X Powdered Sugar,baking ingredients,pantry,baking ingredients,4.0
RS,5,2017-10-05 18:45:37,2017-10-05 00:00:00,299.3400000000001,Loyal Customers,Loyality programs;Cross Sell,19468,89938,25930,Pure Cane Confectioners 10-X Powdered Sugar,baking ingredients,pantry,baking ingredients,6.0
RJ,5,2017-08-22 19:49:08,2017-08-22 00:00:00,279.87,Loyal Customers,Loyality programs;Cross Sell,23605,5562,1881,Italian Style Meat Trio Pizza,frozen pizza,frozen,frozen pizza,4.0
RJ,5,2017-05-22 13:59:13,2017-05-22 00:00:00,279.87,Loyal Customers,Loyality programs;Cross Sell,23605,35359,13187,Extra Spearmint Sugar-Free Gum,frozen vegan vegetarian,frozen,frozen vegan vegetarian,4.0
SP,1,2018-03-15 10:38:25,2018-03-15 00:00:00,424.21,Loyal Customers,Loyality programs;Cross Sell,526,8513,20819,White Gorilla Glue Pen,FitSnack,other,FitSnack,3.0
SP,1,2018-01-02 15:38:56,2018-01-02 00:00:00,424.21,Loyal Customers,Loyality programs;Cross Sell,526,13656,10002,38210 Full Jaw Cuticle Nipper,FitSnack,other,FitSnack,3.0
SP,5,2017-06-24 09:36:14,2017-06-24 00:00:00,236.97,Loyal Customers,Loyality programs;Cross Sell,32195,40752,28836,Grapefruit Juice,Candy Club,beverages,Candy Club,0.0
SP,5,2018-05-22 19:40:00,2018-05-22 00:00:00,241.61,Loyal Customers,Loyality programs;Cross Sell,31115,25887,21192,AAA Alkaline Batteries,more household,household,more household,0.0
MG,5,2017-03-09 18:15:38,2017-03-09 00:00:00,1046.42,Loyal Customers,Loyality programs;Cross Sell,11851,37342,737,100% Whole Wheat Flour Burrito Tortillas,tortillas flat bread,bakery,tortillas flat bread,4.0
MG,1,2017-11-24 21:59:42,2017-11-24 00:00:00,366.81,Loyal Customers,Loyality programs;Cross Sell,28447,30734,3191,Mocha Iced Coffee,coffee,beverages,coffee,4.0
SP,2,2018-01-04 17:50:02,2018-01-04 00:00:00,259.09000000000003,Loyal Customers,Loyality programs;Cross Sell,11949,91819,29364,California Pinot Noir Red Wine,missing,missing,Hand Luggage,4.0
MG,3,2018-02-16 17:27:10,2018-02-16 00:00:00,239.61,Loyal Customers,Loyality programs;Cross Sell,14739,13115,1289,Original Mint Baking Soda Toothpowder,oral hygiene,personal care,oral hygiene,4.0
RJ,4,2018-06-26 14:22:38,2018-06-26 00:00:00,358.16,Loyal Customers,Loyality programs;Cross Sell,30103,84511,21336,Almonette Cookies,cookies cakes,snacks,cookies cakes,3.0
RJ,5,2017-02-16 23:14:15,2017-02-16 00:00:00,358.16,Loyal Customers,Loyality programs;Cross Sell,30103,74410,1058,Pure Butter Shortbread Scottie Dogs,cookies cakes,snacks,cookies cakes,3.0
SC,4,2018-06-24 09:24:20,2018-06-24 00:00:00,272.95,Loyal Customers,Loyality programs;Cross Sell,31114,66848,12804,Gluten Free Corn Elbow Style Pasta,dry pasta,dry goods pasta,dry pasta,4.0
SC,3,2017-01-26 16:03:15,2017-01-26 00:00:00,272.95,Loyal Customers,Loyality programs;Cross Sell,31114,4356,26851,Chew-Lotta Long Lasting Chewbone Dog Snacks,dog food care,pets,dog food care,4.0
RJ,5,2018-02-13 20:37:29,2018-02-13 00:00:00,144.26,Loyal Customers,Loyality programs;Cross Sell,17493,67885,29697,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,4.0
RS,4,2018-04-12 16:06:54,2018-04-12 00:00:00,357.1,Loyal Customers,Loyality programs;Cross Sell,6461,25905,29295,Organic Lowfat Sour Cream,other creams cheeses,dairy eggs,other creams cheeses,6.0
CE,5,2018-01-18 12:30:24,2018-01-18 00:00:00,254.78,Loyal Customers,Loyality programs;Cross Sell,30865,20995,17964,Healthy Kids Organic Nutritional Shake Strawberry,baby food formula,babies,baby food formula,4.0
RJ,4,2017-07-28 22:38:06,2017-07-28 00:00:00,437.11,Loyal Customers,Loyality programs;Cross Sell,22957,92369,8430,Petit Ecolier Extra Dark Chocolate European Biscuits,cookies cakes,snacks,cookies cakes,4.0
RJ,1,2018-01-02 12:03:03,2018-01-02 00:00:00,399.61,Loyal Customers,Loyality programs;Cross Sell,6467,18325,29674,Grab and Go Pulp Free 100% Pure Calcium & Vitamin D Orange Juice,Candy Club,beverages,Candy Club,0.0
MG,1,2018-04-21 10:51:21,2018-04-21 00:00:00,444.3,Loyal Customers,Loyality programs;Cross Sell,35739,57925,23571,Deli Fresh Bold Blackened Turkey Breast,lunch meat,deli,lunch meat,4.0
MG,1,2017-02-15 14:38:14,2017-02-15 00:00:00,444.3,Loyal Customers,Loyality programs;Cross Sell,35739,17488,10262,Enlighten Hemp Milk,milk,dairy eggs,milk,4.0
PR,5,2017-03-06 14:05:57,2017-03-06 00:00:00,323.53,Loyal Customers,Loyality programs;Cross Sell,30884,57974,13152,100% Organic Yellow Pop Corn,popcorn jerky,snacks,popcorn jerky,4.0
RJ,4,2017-09-24 16:01:26,2017-09-24 00:00:00,436.97,Loyal Customers,Loyality programs;Cross Sell,32134,26147,4913,Table Water Crackers,crackers,snacks,crackers,4.0
SC,5,2018-06-05 10:06:33,2018-06-05 00:00:00,429.17,Loyal Customers,Loyality programs;Cross Sell,16332,68005,22794,Menthol Pain Relieving Gel Vanishing Scent Non-Greasy Posted 7/1/2013 Rubs and Patches,muscles joints pain relief,personal care,muscles joints pain relief,4.0
SP,5,2017-07-17 08:44:24,2017-07-17 00:00:00,281.19,Loyal Customers,Loyality programs;Cross Sell,12755,85533,25368,Complete Powder,dish detergents,household,dish detergents,3.0
SP,5,2017-05-15 16:07:00,2017-05-15 00:00:00,257.73,Loyal Customers,Loyality programs;Cross Sell,18753,12813,13300,"Nutrition Energy Bar, Dark Chocolate Coconut",energy granola bars,snacks,energy granola bars,4.0
SP,5,2017-05-15 16:07:00,2017-05-15 00:00:00,257.73,Loyal Customers,Loyality programs;Cross Sell,18753,12813,1199,Protein,yogurt,dairy eggs,Protein,4.0
SP,4,2017-08-03 00:04:41,2017-08-03 00:00:00,398.06,Loyal Customers,Loyality programs;Cross Sell,32767,42382,22661,Naturals Fresh Cleansing + Makeup Remover,facial care,personal care,facial care,4.0
SP,5,2018-01-13 19:23:28,2018-01-13 00:00:00,209.85,Loyal Customers,Loyality programs;Cross Sell,14110,90062,21454,Hot & Spicy Asian Soup,soup broth bouillon,canned goods,soup broth bouillon,4.0
MG,4,2018-04-04 08:31:35,2018-04-04 00:00:00,236.51,Loyal Customers,Loyality programs;Cross Sell,27585,12266,10984,Cherry Honey Soothing Relief Drops,KetoKrate,personal care,KetoKrate,4.0
SP,5,2018-08-10 15:07:51,2018-08-10 00:00:00,197.1,Loyal Customers,Loyality programs;Cross Sell,38044,81583,22832,Unsweetened Pomegranate Essence Water,water seltzer sparkling water,beverages,water seltzer sparkling water,4.0
RS,1,2017-02-26 00:04:26,2017-02-26 00:00:00,357.1,Loyal Customers,Loyality programs;Cross Sell,6461,20356,12299,Dried Blueberries,nuts seeds dried fruit,snacks,nuts seeds dried fruit,6.0
RS,5,2018-03-01 22:30:09,2018-03-01 00:00:00,357.1,Loyal Customers,Loyality programs;Cross Sell,6461,36349,30857,Herbal Tea Sampler,tea,beverages,tea,6.0
SP,5,2018-05-09 17:04:10,2018-05-09 00:00:00,252.61,Loyal Customers,Loyality programs;Cross Sell,36631,40680,30857,Herbal Tea Sampler,tea,beverages,tea,4.0
